Concurrent Viewers,Likes,Dislikes,Total Viewers,Subscriptions Driven,Shares,Timestamp,Quality,,,,Device,,,,,Anticpation/Popularity,Category,,,Region,,,,SourceRegion
a,a,a,a,a,a,a,240p,360,720,1080p,Laptops/Desktop,Android,iPhone,Xbox,Playstation,,News,Sports,Entertainment,Tokyo,Australia,London,America,g
3259,545,69,10/6/2014 17:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3260,545,69,10/6/2014 17:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3266,545,69,10/6/2014 17:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3274,545,69,10/6/2014 17:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3283,545,69,10/6/2014 17:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3269,545,69,10/6/2014 17:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3271,545,69,10/6/2014 18:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3247,545,69,10/6/2014 18:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3267,545,69,10/6/2014 18:01,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3239,545,69,10/6/2014 18:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3237,545,69,10/6/2014 18:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3228,545,69,10/6/2014 18:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3208,545,69,10/6/2014 18:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3222,545,69,10/6/2014 18:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3213,545,69,10/6/2014 18:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3223,545,69,10/6/2014 18:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3198,545,69,10/6/2014 18:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3191,545,69,10/6/2014 18:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3198,545,69,10/6/2014 18:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3187,545,69,10/6/2014 18:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3180,545,69,10/6/2014 18:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3162,545,69,10/6/2014 18:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3181,545,69,10/6/2014 18:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3190,545,69,10/6/2014 18:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3188,545,69,10/6/2014 18:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3177,546,69,10/6/2014 18:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3178,546,69,10/6/2014 18:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3196,546,69,10/6/2014 18:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3189,546,69,10/6/2014 18:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3176,546,69,10/6/2014 18:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3169,546,69,10/6/2014 18:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3167,546,69,10/6/2014 18:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3165,547,69,10/6/2014 18:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3159,547,69,10/6/2014 18:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3156,547,69,10/6/2014 18:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3163,547,69,10/6/2014 18:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3162,547,69,10/6/2014 18:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3161,547,69,10/6/2014 18:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3142,547,69,10/6/2014 18:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3157,547,69,10/6/2014 18:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3167,547,69,10/6/2014 18:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3172,547,69,10/6/2014 18:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3159,547,69,10/6/2014 18:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3158,547,69,10/6/2014 18:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3171,547,69,10/6/2014 18:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3168,547,69,10/6/2014 18:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3149,547,69,10/6/2014 18:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3167,547,69,10/6/2014 18:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3175,547,69,10/6/2014 18:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3192,547,69,10/6/2014 18:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3193,547,70,10/6/2014 18:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3199,547,70,10/6/2014 18:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3201,547,70,10/6/2014 18:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3201,547,70,10/6/2014 18:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3184,547,70,10/6/2014 18:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3192,548,69,10/6/2014 18:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3190,548,69,10/6/2014 18:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3154,548,69,10/6/2014 18:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3144,548,69,10/6/2014 18:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3147,548,69,10/6/2014 18:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3134,548,69,10/6/2014 18:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3126,548,69,10/6/2014 18:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3119,548,69,10/6/2014 18:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3138,548,69,10/6/2014 18:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3128,548,69,10/6/2014 18:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3131,548,69,10/6/2014 18:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3127,548,69,10/6/2014 18:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3117,548,70,10/6/2014 18:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3101,548,70,10/6/2014 18:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3102,548,70,10/6/2014 18:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3090,548,70,10/6/2014 18:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3094,548,70,10/6/2014 18:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3099,548,70,10/6/2014 18:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3083,548,70,10/6/2014 18:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3096,548,70,10/6/2014 18:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3111,548,70,10/6/2014 18:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3084,549,70,10/6/2014 18:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3091,549,70,10/6/2014 18:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3082,549,70,10/6/2014 18:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3077,549,70,10/6/2014 18:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3082,549,70,10/6/2014 18:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3072,549,70,10/6/2014 18:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3068,549,70,10/6/2014 18:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3075,549,70,10/6/2014 18:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3048,549,70,10/6/2014 18:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3051,549,70,10/6/2014 18:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3048,549,70,10/6/2014 18:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3024,549,70,10/6/2014 18:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3020,549,70,10/6/2014 18:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3026,550,71,10/6/2014 18:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3022,550,71,10/6/2014 18:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3023,550,71,10/6/2014 18:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3025,550,71,10/6/2014 18:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3019,550,71,10/6/2014 18:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3017,550,71,10/6/2014 18:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3017,550,71,10/6/2014 18:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3034,550,71,10/6/2014 18:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3016,550,71,10/6/2014 18:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3016,550,71,10/6/2014 18:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3001,550,71,10/6/2014 18:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3026,550,71,10/6/2014 18:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3020,550,71,10/6/2014 18:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3027,550,71,10/6/2014 18:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3018,550,71,10/6/2014 18:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2998,550,71,10/6/2014 18:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2996,550,71,10/6/2014 18:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3010,551,71,10/6/2014 18:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3017,551,71,10/6/2014 18:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2997,551,71,10/6/2014 18:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2997,551,71,10/6/2014 18:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2983,551,71,10/6/2014 18:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2980,551,71,10/6/2014 18:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2955,551,71,10/6/2014 18:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2947,551,71,10/6/2014 18:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2923,552,71,10/6/2014 18:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2912,552,71,10/6/2014 18:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2904,552,71,10/6/2014 18:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2904,552,71,10/6/2014 18:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2912,552,71,10/6/2014 18:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2935,552,71,10/6/2014 18:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2913,552,71,10/6/2014 18:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2919,552,71,10/6/2014 18:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2909,552,71,10/6/2014 18:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2918,553,71,10/6/2014 18:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2905,553,71,10/6/2014 19:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2896,553,71,10/6/2014 19:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2889,553,71,10/6/2014 19:01,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2903,553,71,10/6/2014 19:01,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2885,553,71,10/6/2014 19:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2868,553,71,10/6/2014 19:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2849,553,71,10/6/2014 19:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2848,553,71,10/6/2014 19:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2840,553,71,10/6/2014 19:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2849,554,71,10/6/2014 19:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2833,554,71,10/6/2014 19:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2830,554,71,10/6/2014 19:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2820,554,71,10/6/2014 19:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2821,554,71,10/6/2014 19:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2801,554,71,10/6/2014 19:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2786,554,71,10/6/2014 19:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2778,554,71,10/6/2014 19:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2764,554,71,10/6/2014 19:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2766,554,71,10/6/2014 19:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2752,555,71,10/6/2014 19:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2755,555,71,10/6/2014 19:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2733,556,71,10/6/2014 19:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2740,556,71,10/6/2014 19:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2733,557,71,10/6/2014 19:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2735,557,71,10/6/2014 19:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2722,558,71,10/6/2014 19:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2711,558,71,10/6/2014 19:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2714,558,71,10/6/2014 19:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2719,558,71,10/6/2014 19:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2729,558,71,10/6/2014 19:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2711,558,71,10/6/2014 19:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2686,558,71,10/6/2014 19:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2705,559,71,10/6/2014 19:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2685,559,71,10/6/2014 19:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2699,559,72,10/6/2014 19:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
2698,559,72,10/6/2014 19:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2680,559,72,10/6/2014 19:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2695,559,72,10/6/2014 19:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2685,559,72,10/6/2014 19:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2681,559,72,10/6/2014 19:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2672,559,72,10/6/2014 19:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2672,559,72,10/6/2014 19:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2671,559,72,10/6/2014 19:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2651,559,72,10/6/2014 19:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2663,559,72,10/6/2014 19:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2665,559,72,10/6/2014 19:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2673,559,72,10/6/2014 19:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2649,559,72,10/6/2014 19:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2665,559,72,10/6/2014 19:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2662,559,72,10/6/2014 19:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2642,559,72,10/6/2014 19:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2653,559,72,10/6/2014 19:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2644,559,72,10/6/2014 19:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2654,559,72,10/6/2014 19:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2641,559,72,10/6/2014 19:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2641,559,72,10/6/2014 19:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2658,559,72,10/6/2014 19:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2647,559,72,10/6/2014 19:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2651,559,72,10/6/2014 19:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2649,559,72,10/6/2014 19:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2664,559,72,10/6/2014 19:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2640,559,72,10/6/2014 19:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2647,559,72,10/6/2014 19:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2641,559,72,10/6/2014 19:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2635,559,72,10/6/2014 19:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2628,559,72,10/6/2014 19:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2624,559,72,10/6/2014 19:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2610,559,72,10/6/2014 19:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2607,559,72,10/6/2014 19:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2620,559,72,10/6/2014 19:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2605,559,72,10/6/2014 19:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2614,559,72,10/6/2014 19:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2614,559,72,10/6/2014 19:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2605,559,72,10/6/2014 19:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2615,559,72,10/6/2014 19:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2603,559,72,10/6/2014 19:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2603,559,72,10/6/2014 19:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2587,560,72,10/6/2014 19:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2616,560,72,10/6/2014 19:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2604,560,72,10/6/2014 19:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2609,560,72,10/6/2014 19:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2615,560,72,10/6/2014 19:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2607,560,72,10/6/2014 19:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2605,561,72,10/6/2014 19:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2605,561,72,10/6/2014 19:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2612,561,72,10/6/2014 19:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2619,561,72,10/6/2014 19:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2606,561,72,10/6/2014 19:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2609,561,72,10/6/2014 19:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2619,561,72,10/6/2014 19:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2610,561,72,10/6/2014 19:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2615,561,72,10/6/2014 19:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2617,561,72,10/6/2014 19:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2607,561,72,10/6/2014 19:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2593,561,72,10/6/2014 19:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2589,561,72,10/6/2014 19:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2591,561,72,10/6/2014 19:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2594,561,72,10/6/2014 19:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
2595,561,72,10/6/2014 19:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
