Concurrent Viewers,Likes,Dislikes,Total Viewers,Subscriptions Driven,Shares,Timestamp,Quality,,,,Device,,,,,Anticpation/Popularity,Category,,,Region,,,,SourceRegion
a,a,a,a,a,a,a,240p,360,720,1080p,Laptops/Desktop,Android,iPhone,Xbox,Playstation,,News,Sports,Entertainment,Tokyo,Australia,London,America,g
3454,532,67,10/6/2014 16:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
3459,532,67,10/6/2014 16:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
3474,533,67,10/6/2014 16:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,1
3458,533,67,10/6/2014 16:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3464,533,67,10/6/2014 16:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3480,533,67,10/6/2014 16:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3479,533,67,10/6/2014 16:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3478,533,67,10/6/2014 16:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3472,533,67,10/6/2014 16:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3483,533,67,10/6/2014 16:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3484,533,67,10/6/2014 16:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3489,533,67,10/6/2014 16:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3504,533,67,10/6/2014 16:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3499,533,67,10/6/2014 16:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3498,533,67,10/6/2014 16:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3490,533,67,10/6/2014 16:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3497,533,67,10/6/2014 16:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3499,533,67,10/6/2014 16:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3490,533,67,10/6/2014 16:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3488,533,67,10/6/2014 16:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3485,533,67,10/6/2014 16:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3495,533,67,10/6/2014 16:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3504,533,67,10/6/2014 16:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3501,533,67,10/6/2014 16:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3496,534,67,10/6/2014 16:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3493,534,67,10/6/2014 16:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3490,534,67,10/6/2014 16:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3487,534,67,10/6/2014 16:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3481,534,67,10/6/2014 16:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3474,534,67,10/6/2014 16:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3483,534,67,10/6/2014 16:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3455,534,67,10/6/2014 16:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3447,535,67,10/6/2014 16:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3433,535,67,10/6/2014 16:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3429,535,67,10/6/2014 16:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3437,535,67,10/6/2014 16:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3420,535,67,10/6/2014 16:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3419,535,67,10/6/2014 16:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3430,535,67,10/6/2014 16:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3425,535,67,10/6/2014 16:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3419,535,67,10/6/2014 16:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3419,535,67,10/6/2014 16:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3422,535,67,10/6/2014 16:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3438,535,67,10/6/2014 16:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3438,535,67,10/6/2014 16:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3433,535,67,10/6/2014 16:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3432,535,67,10/6/2014 16:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3436,535,67,10/6/2014 16:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3426,535,67,10/6/2014 16:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3438,535,67,10/6/2014 16:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3433,535,67,10/6/2014 16:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3432,535,67,10/6/2014 16:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3437,535,67,10/6/2014 16:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3402,535,67,10/6/2014 16:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3401,535,67,10/6/2014 16:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3409,535,67,10/6/2014 16:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3403,535,67,10/6/2014 16:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3396,535,67,10/6/2014 16:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3418,535,67,10/6/2014 16:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3414,535,67,10/6/2014 16:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3420,535,67,10/6/2014 16:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3429,535,67,10/6/2014 16:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3409,535,67,10/6/2014 16:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3432,535,67,10/6/2014 16:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3427,535,67,10/6/2014 16:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3422,535,67,10/6/2014 16:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3412,535,67,10/6/2014 16:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3426,535,67,10/6/2014 16:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3429,535,67,10/6/2014 16:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3421,535,67,10/6/2014 16:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3420,535,67,10/6/2014 16:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3418,535,67,10/6/2014 16:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3428,535,67,10/6/2014 16:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3438,535,67,10/6/2014 16:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3432,535,67,10/6/2014 16:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3426,535,67,10/6/2014 16:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3413,535,67,10/6/2014 16:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3419,535,68,10/6/2014 16:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3417,535,68,10/6/2014 16:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3457,535,68,10/6/2014 16:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3468,536,68,10/6/2014 16:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3436,536,68,10/6/2014 16:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3444,536,68,10/6/2014 16:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3427,536,68,10/6/2014 16:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3410,536,68,10/6/2014 16:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3404,536,68,10/6/2014 16:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3401,536,68,10/6/2014 16:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3397,536,68,10/6/2014 16:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3404,536,68,10/6/2014 16:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3410,536,68,10/6/2014 16:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3413,536,68,10/6/2014 16:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3402,537,68,10/6/2014 16:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3402,537,68,10/6/2014 16:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3417,537,68,10/6/2014 16:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3414,537,68,10/6/2014 16:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3417,537,68,10/6/2014 16:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3411,537,68,10/6/2014 16:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3388,537,68,10/6/2014 16:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3403,537,68,10/6/2014 16:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3400,537,68,10/6/2014 16:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3399,537,68,10/6/2014 16:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3380,537,68,10/6/2014 16:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3380,537,68,10/6/2014 16:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3365,537,68,10/6/2014 16:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3364,537,68,10/6/2014 16:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3353,537,68,10/6/2014 16:57,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3373,537,68,10/6/2014 16:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3367,538,68,10/6/2014 16:58,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3387,538,68,10/6/2014 16:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3381,538,68,10/6/2014 16:59,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3386,538,68,10/6/2014 17:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3362,538,68,10/6/2014 17:00,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3366,539,68,10/6/2014 17:01,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3375,539,68,10/6/2014 17:01,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3378,539,68,10/6/2014 17:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3388,539,68,10/6/2014 17:02,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3381,539,68,10/6/2014 17:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3363,539,68,10/6/2014 17:03,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3365,539,68,10/6/2014 17:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3355,539,68,10/6/2014 17:04,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3342,539,68,10/6/2014 17:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3350,539,68,10/6/2014 17:05,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3339,539,68,10/6/2014 17:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3348,539,68,10/6/2014 17:06,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3339,539,68,10/6/2014 17:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3332,539,68,10/6/2014 17:07,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3333,539,68,10/6/2014 17:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3337,539,68,10/6/2014 17:08,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3346,539,68,10/6/2014 17:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3349,539,68,10/6/2014 17:09,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3341,539,68,10/6/2014 17:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3346,539,68,10/6/2014 17:10,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3335,539,68,10/6/2014 17:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3334,539,68,10/6/2014 17:11,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3339,539,68,10/6/2014 17:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3336,540,68,10/6/2014 17:12,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3322,540,68,10/6/2014 17:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3329,540,68,10/6/2014 17:13,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3334,541,68,10/6/2014 17:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3329,541,68,10/6/2014 17:14,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3323,541,68,10/6/2014 17:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3311,541,68,10/6/2014 17:15,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3298,541,68,10/6/2014 17:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3304,541,68,10/6/2014 17:16,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3310,541,68,10/6/2014 17:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3305,541,68,10/6/2014 17:17,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3307,541,68,10/6/2014 17:18,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3290,541,68,10/6/2014 17:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3291,541,68,10/6/2014 17:19,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3285,541,68,10/6/2014 17:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3287,541,68,10/6/2014 17:20,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3277,541,68,10/6/2014 17:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3278,541,68,10/6/2014 17:21,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3298,541,68,10/6/2014 17:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3290,541,68,10/6/2014 17:22,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3286,541,68,10/6/2014 17:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3283,541,68,10/6/2014 17:23,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3277,541,68,10/6/2014 17:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3275,541,69,10/6/2014 17:24,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3285,541,69,10/6/2014 17:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3263,541,69,10/6/2014 17:25,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3267,541,69,10/6/2014 17:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3278,541,69,10/6/2014 17:26,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3256,541,69,10/6/2014 17:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3234,541,69,10/6/2014 17:27,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3237,541,69,10/6/2014 17:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3263,541,69,10/6/2014 17:28,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3274,541,69,10/6/2014 17:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3271,541,69,10/6/2014 17:29,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3265,541,69,10/6/2014 17:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3259,541,69,10/6/2014 17:30,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3266,541,69,10/6/2014 17:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3278,541,69,10/6/2014 17:31,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3279,541,69,10/6/2014 17:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3286,541,69,10/6/2014 17:32,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3292,541,69,10/6/2014 17:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3284,541,69,10/6/2014 17:33,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3271,541,69,10/6/2014 17:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3278,541,69,10/6/2014 17:34,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3264,541,69,10/6/2014 17:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3262,541,69,10/6/2014 17:35,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3281,541,69,10/6/2014 17:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3272,541,69,10/6/2014 17:36,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3256,541,69,10/6/2014 17:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3257,541,69,10/6/2014 17:37,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3270,541,69,10/6/2014 17:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3256,541,69,10/6/2014 17:38,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3253,541,69,10/6/2014 17:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3248,541,69,10/6/2014 17:39,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3234,541,69,10/6/2014 17:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3240,541,69,10/6/2014 17:40,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3244,541,69,10/6/2014 17:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3232,541,69,10/6/2014 17:41,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3220,541,69,10/6/2014 17:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3218,541,69,10/6/2014 17:42,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3226,543,69,10/6/2014 17:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3226,543,69,10/6/2014 17:43,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3228,543,69,10/6/2014 17:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3232,543,69,10/6/2014 17:44,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3253,543,69,10/6/2014 17:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3246,543,69,10/6/2014 17:45,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3278,543,69,10/6/2014 17:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3285,544,69,10/6/2014 17:46,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3307,544,69,10/6/2014 17:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3294,544,69,10/6/2014 17:47,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3315,544,69,10/6/2014 17:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3315,544,69,10/6/2014 17:48,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3310,544,69,10/6/2014 17:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3295,544,69,10/6/2014 17:49,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3295,545,69,10/6/2014 17:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3297,545,69,10/6/2014 17:50,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3286,545,69,10/6/2014 17:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3292,545,69,10/6/2014 17:51,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3282,545,69,10/6/2014 17:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3289,545,69,10/6/2014 17:52,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3293,545,69,10/6/2014 17:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3314,545,69,10/6/2014 17:53,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3315,545,69,10/6/2014 17:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3311,545,69,10/6/2014 17:54,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3303,545,69,10/6/2014 17:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3282,545,69,10/6/2014 17:55,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3291,545,69,10/6/2014 17:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
3280,545,69,10/6/2014 17:56,a,a,a,1,1,1,1,1,0,0,0,0,0.05,1,0,0,1,1,1,1,0
